SITE_ID,NFI_SITE,NEAREST_TOWN,PROVINCIAL_MUNICIPALS,PUBLIC_LATTITUDE,PUBLIC_LONGITUDE,ELEVATION,PANEL,CENTER_OF_9_PANELS,ECOZONE_,WHITE_GREEN_ZONE,FOREST_MANAGEMENT_AGREEMENTS,LANDUSE_FRAMEWORK,NATIONAL_PARKS,NATURAL_REGIONS,NATURAL_SUBREGIONS,PROVINCIAL_PROTECTED_AREAS,SUSTAINABLE_RESOURCE_DEVELOPME,WATERSHEDS,WPAC
"1450","1410811","Cochrane","Rocky View","51.242962","-114.37545","1238.198975","B",,"Prairie","White Area",,"South Saskatchewan",,"Parkland","Foothills Parkland",,"Southern Rockies","Bow","Bow River Basin Council"
"1451","1410816","Airdrie","Rocky View","51.203373","-114.092514","1106.167969","B","YES","Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Southern Rockies","Bow","Bow River Basin Council"
"1452","1410821","Airdrie","Rocky View","51.183567","-113.851097","1066.30603","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1453","1410826","Strathmore","Wheatland","51.142086","-113.503624","944.2681885","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1454","1410831","Rockyford","Wheatland","51.160454","-113.244972","953.49823","E","YES","Prairie","White Area",,"South Saskatchewan",,"Grassland","Northern Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1455","1410836","Standard","Wheatland","51.08305","-112.906815","888.5233765","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1456","1410841","Hussar","Wheatland","51.076172","-112.618729","892.7664185","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1457","1410846","Hussar","Newell","51.02346","-112.39537","848.4649048","A","YES","Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1458","1410851","Rosemary","Newell","51.00703","-112.046165","739.6218262","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1459","1410856","Duchess","SA No.2","50.936085","-111.830009","710.9804077","C",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1460","1410861","Patricia","SA No.2","50.953686","-111.546654","699.7202759","C",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1461","1410866","Jenner","SA No.2","50.907532","-111.286209","634.4342041","C",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1462","1410871","Jenner","SA No.2","50.830578","-110.991203","767.815979","D",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1463","1410876","Jenner","SA No.2","50.810844","-110.745926","716.7266235","D","YES","Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1465","1410886","Empress","SA No.2","50.750031","-110.18914","744.1472168","B","YES","Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1466","1417666","Banff","Banff NP","51.198032","-115.772804","1418.322998","C",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Montane",,,"Bow","Bow River Basin Council"
"1467","1417671","Banff","Banff NP","51.192261","-115.465797","1400","C",,"Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Montane",,,"Bow","Bow River Basin Council"
"1468","1417676","Canmore","Bighorn","51.162296","-115.25901","2218.551025","D",,"Montane Cordillera","Green Area",,"South Saskatchewan",,"Rocky Mountain","Alpine","Don Getty Wildland","Southern Rockies","Bow","Bow River Basin Council"
"1469","1417681","Morley","Stoney","51.125011","-114.924911","1271.927979","D",,"Montane Cordillera","White Area",,"South Saskatchewan",,"Rocky Mountain","Montane",,"Southern Rockies","Bow","Bow River Basin Council"
"1470","1417686","Morley","Bighorn","51.138451","-114.706436","1361.715942","D",,"Boreal PLain","White Area",,"South Saskatchewan",,"Parkland","Foothills Parkland",,"Southern Rockies","Bow","Bow River Basin Council"
"1472","1417696","Calgary","Calgary","51.035999","-114.128944","1052.628052","B",,"Prairie","White Area",,"South Saskatchewan",,"Parkland","Foothills Parkland",,"Prairies","Bow","Bow River Basin Council"
"1473","1417701","Chestermere","Rocky View","51.047684","-113.795387","1021.132996","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Prairies","Bow","Bow River Basin Council"
"1474","1417706","Langdon","Wheatland","50.976761","-113.569595","1000.817017","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1475","1417711","Strathmore","Wheatland","50.964474","-113.316635","920.4135132","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1476","1417716","Gleichen","Wheatland","50.945747","-112.984711","921.3604126","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1477","1417721","Hussar","Wheatland","50.880524","-112.734695","857.8909302","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1479","1417731","Rosemary","Newell","50.803802","-112.151886","738.1680908","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1480","1417736","Duchess","Newell","50.764927","-111.83046","764.4746704","C",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1481","1417741","Patricia","Newell","50.746773","-111.609749","671.9979858","C",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1482","1417746","Jenner","SA No.2","50.731812","-111.315002","818.8004761","C",,"Prairie","White Area",,"Red Deer",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1483","1417751","Jenner","Cypress","50.67247","-111.057953","752.8875122","D",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1484","1417756","Jenner","Cypress","50.630692","-110.785645","778.1099243","D",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1485","1417761","Hilda","Cypress","50.600151","-110.453819","667.1593018","D",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1486","1417766","Hilda","Cypress","50.562279","-110.20327","744.6143189","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1487","1424551","Canmore","Banff NP","50.986034","-115.585335","1984.744019","B","YES","Montane Cordillera",,,"North Saskatchewan","Banff National Park of Canada","Rocky Mountain","Subalpine",,,"Bow","Bow River Basin Council"
"1488","1424556","Exshaw","Kananaskis","50.979336","-115.242737","2303.966064","E",,"Montane Cordillera","Green Area",,"South Saskatchewan",,"Rocky Mountain","Subalpine","Other Provincial Protected Areas","Southern Rockies","Bow","Bow River Basin Council"
"1489","1424561","Seebe","Kananaskis","50.968578","-114.972748","2167.616943","E",,"Montane Cordillera","Green Area","Spray Lake Sawmills (1980) Ltd.","South Saskatchewan",,"Rocky Mountain","Subalpine",,"Southern Rockies","Bow","Bow River Basin Council"
"1490","1424566","Bragg Creek","Rocky View","50.958836","-114.663147","1549.869019","E",,"Boreal PLain","White Area",,"South Saskatchewan",,"Rocky Mountain","Montane",,"Southern Rockies","Bow","Bow River Basin Council"
"1491","1424571","Bragg Creek","Foothills","50.91288","-114.430405","1290.237061","A",,"Boreal PLain","White Area",,"South Saskatchewan",,"Rocky Mountain","Montane",,"Southern Rockies","Bow","Bow River Basin Council"
"1492","1424576","Calgary","Foothills","50.876835","-114.148911","1135.062012","A",,"Prairie","White Area",,"South Saskatchewan",,"Parkland","Foothills Parkland",,"Southern Rockies","Bow","Bow River Basin Council"
"1493","1424581","Okotoks","Foothills","50.819489","-113.874092","1021.044983","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Southern Rockies","Bow","Bow River Basin Council"
"1494","1424586","Carseland","Wheatland","50.837601","-113.578979","1013.492004","C",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Prairies","Bow","Bow River Basin Council"
"1495","1424591","Arrowwood","Vulcan","50.758202","-113.321014","937.848877","C",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1496","1424596","Arrowwood","Wheatland","50.746159","-113.013054","905.3353272","C",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1497","1424601","Milo","Wheatland","50.719524","-112.742088","874.3151245","D",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1498","1424606","Bassano","Newell","50.697739","-112.45594","843.7229004","D",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1499","1424611","Rosemary","Newell","50.669537","-112.207153","796.0463867","D",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1500","1424616","Brooks","Newell","50.588234","-111.902893","760.8822022","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Red Deer","Red Deer River Watershed Alliance"
"1501","1424621","Tilley","Newell","50.572273","-111.634003","758.3562012","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1502","1424626","Tilley","Cypress","50.532314","-111.326988","751.5167236","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1503","1424631","Jenner","Cypress","50.486595","-111.091148","771.4387817","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1504","1424636","Suffield","Cypress","50.443134","-110.786758","743.8895874","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1505","1424641","Schuler","Cypress","50.404125","-110.599663","708.7067871","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1506","1424646","Schuler","Cypress","50.380306","-110.307625","803.1743774","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1508","1431441","Exshaw","Kananaskis","50.781136","-115.051727","1991.915039","E","YES","Montane Cordillera","Green Area",,"South Saskatchewan",,"Rocky Mountain","Subalpine","Elbow-Sheep Wildland","Southern Rockies","Bow","Bow River Basin Council"
"1509","1431446","Bragg Creek","Kananaskis","50.740887","-114.780327","2305.064941","E",,"Montane Cordillera","Green Area",,"South Saskatchewan",,"Rocky Mountain","Subalpine","Don Getty Wildland","Southern Rockies","Bow","Bow River Basin Council"
"1510","1431451","Turner Valley","Foothills","50.704277","-114.488518","1373.334961","A",,"Boreal PLain","White Area",,"South Saskatchewan",,"Rocky Mountain","Montane",,"Southern Rockies","Bow","Bow River Basin Council"
"1511","1431456","Black Diamond","Foothills","50.696735","-114.247803","1163.900024","A","YES","Prairie","White Area",,"South Saskatchewan",,"Parkland","Foothills Parkland",,"Southern Rockies","Bow","Bow River Basin Council"
"1512","1431461","High River","Foothills","50.635616","-113.946289","1121.180054","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Southern Rockies","Bow","Bow River Basin Council"
"1513","1431466","Blackie","Foothills","50.600319","-113.658997","1036.765015","C",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Southern Rockies","Upper South Saskatchewan","Oldman Watershed Council"
"1514","1431471","Blackie","Vulcan","50.61496","-113.393295","1049.844971","C","YES","Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1516","1431481","Milo","Vulcan","50.542095","-112.882713","934.5529175","D",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Upper South Saskatchewan","Oldman Watershed Council"
"1517","1431486","Lomond","Vulcan","50.517685","-112.549667","852.6187134","D","YES","Prairie","White Area",,"South Saskatchewan",,"Grassland","Mixedgrass",,"Prairies","Upper South Saskatchewan","Oldman Watershed Council"
"1518","1431491","Scandia","Newell","50.449921","-112.282509","774.7280273","D",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1519","1431496","Brooks","Newell","50.449726","-112.026161","778.1807861","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1520","1431501","Tilley","Newell","50.418095","-111.738968","746.9011841","B","YES","Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1521","1431506","Suffield","Newell","50.331093","-111.401901","748.6390991","B",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Bow","Bow River Basin Council"
"1523","1431516","Suffield","Cypress","50.268253","-110.866264","703.482605","E","YES","Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1524","1431521","Redcliff","Cypress","50.243816","-110.60804","691.088501","E",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1525","1431526","Schuler","Cypress","50.217842","-110.2854","740.348877","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1526","1431531","Schuler","Cypress","50.182167","-110.118004","752.9227295","A","YES","Prairie","White Area",,"South Saskatchewan",,"Grassland","Dry Mixedgrass",,"Prairies","Upper South Saskatchewan","South East Alberta Watershed Alliance"
"1527","1438321","Exshaw","Kananaskis","50.631939","-115.080032","2025.875977","E",,"Montane Cordillera","Green Area",,"South Saskatchewan",,"Rocky Mountain","Subalpine","Peter Lougheed","Southern Rockies","Bow","Bow River Basin Council"
"1528","1438326","Turner Valley","Kananaskis","50.571575","-114.753746","2300.993896","E",,"Montane Cordillera","Green Area",,"South Saskatchewan",,"Rocky Mountain","Alpine","Elbow-Sheep Wildland","Southern Rockies","Bow","Bow River Basin Council"
"1529","1438331","Longview","Foothills","50.551044","-114.469887","1590.041992","A",,"Boreal PLain","White Area",,"South Saskatchewan",,"Rocky Mountain","Montane",,"Southern Rockies","Bow","Bow River Basin Council"
"1530","1438336","Longview","Foothills","50.539951","-114.206207","1226.857056","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Southern Rockies","Bow","Bow River Basin Council"
"1531","1438341","High River","Foothills","50.507336","-113.974861","1123.189941","A",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Southern Rockies","Upper South Saskatchewan","Oldman Watershed Council"
"1532","1438346","Cayley","Foothills","50.450142","-113.659668","1051.667969","C",,"Prairie","White Area",,"South Saskatchewan",,"Grassland","Foothills Fescue",,"Southern Rockies","Upper South Saskatchewan","Oldman Watershed Council"
